variant_slug,base_slug,base_name,kind,class,slot,rarity,affix,combat_value,expected_socket_count,socket_shapes
champions-armor-1260103,champions-armor,Champion's Armor,armor,Mercenary,Chest,Legendary,Bulwark,525,2,
champions-armor-1260104,champions-armor,Champion's Armor,armor,Mercenary,Chest,Legendary,Iron Helmet,525,2,
champions-armor-1260105,champions-armor,Champion's Armor,armor,Mercenary,Chest,Legendary,Blessing,525,2,
champions-armor-1260106,champions-armor,Champion's Armor,armor,Mercenary,Chest,Legendary,Wrath,525,2,
champions-armor-1260107,champions-armor,Champion's Armor,armor,Mercenary,Chest,Legendary,Focused,525,2,
champions-armor-1260108,champions-armor,Champion's Armor,armor,Mercenary,Chest,Legendary,Base roll,500,3,
champions-armor-1260109,champions-armor,Champion's Armor,armor,Mercenary,Chest,Legendary,Base roll,500,3,
champions-boots-1560101,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Stoic,525,2,
champions-boots-1560102,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Ethereal,525,2,
champions-boots-1560103,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Wrath,525,2,
champions-boots-1560104,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Unyielding,525,2,
champions-boots-1560105,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Vitality,525,2,
champions-boots-1560106,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Elusive,525,2,
champions-boots-1560107,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Focused,525,2,
champions-boots-1560108,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Base roll,500,3,
champions-boots-1560109,champions-boots,Champion's Boots,armor,Mercenary,Feet,Legendary,Base roll,500,3,
champions-bracers-1360101,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Wealth,525,2,
champions-bracers-1360102,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Wrath,525,2,
champions-bracers-1360103,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Resilience,525,2,
champions-bracers-1360104,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Smiting,525,2,
champions-bracers-1360105,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Vitality,525,2,
champions-bracers-1360106,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Deft,525,2,
champions-bracers-1360107,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Focused,525,2,
champions-bracers-1360108,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Base roll,500,3,
champions-bracers-1360109,champions-bracers,Champion's Bracers,armor,Mercenary,Hands,Legendary,Base roll,500,3,
champions-helmet-1160101,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Aegis,525,2,
champions-helmet-1160102,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Tenacious,525,2,
champions-helmet-1160103,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Bulwark,525,2,
champions-helmet-1160104,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Resilience,525,2,
champions-helmet-1160105,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Stoic,525,2,
champions-helmet-1160106,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Brotherhood,525,2,
champions-helmet-1160107,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Seeker,525,2,
champions-helmet-1160108,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Base roll,500,3,
champions-helmet-1160109,champions-helmet,Champion's Helmet,armor,Mercenary,Head,Legendary,Base roll,500,3,
champions-pants-1460101,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Aegis,525,2,
champions-pants-1460102,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Tenacious,525,2,
champions-pants-1460103,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Bulwark,525,2,
champions-pants-1460104,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Iron Helmet,525,2,
champions-pants-1460105,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Stoic,525,2,
champions-pants-1460106,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Distant Ward,525,2,
champions-pants-1460107,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Elusive,525,2,
champions-pants-1460108,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Base roll,500,3,
champions-pants-1460109,champions-pants,Champion's Pants,armor,Mercenary,Legs,Legendary,Base roll,500,3,
commander-seal-ring-1750301,commander-seal-ring,Commander Seal Ring,armor,Any,Ring,Epic,Base roll,425,2,"agate2,moonstone"
commander-seal-ring-1750302,commander-seal-ring,Commander Seal Ring,armor,Any,Ring,Epic,Base roll,425,2,"amethyst2,peridot"
commander-seal-ring-1750303,commander-seal-ring,Commander Seal Ring,armor,Any,Ring,Epic,Base roll,425,2,"universal2,moonstone"
crude-recruit-armor-1210101,crude-recruit-armor,Crude Recruit Armor,armor,"Mercenary, Withered Knight",Chest,Damaged,Base roll,100,,
crude-recruit-boots-1510101,crude-recruit-boots,Crude Recruit Boots,armor,"Mercenary, Withered Knight",Feet,Damaged,Base roll,100,,
crude-recruit-bracers-1310101,crude-recruit-bracers,Crude Recruit Bracers,armor,"Mercenary, Withered Knight",Hands,Damaged,Base roll,100,,
crude-recruit-helmet-1110101,crude-recruit-helmet,Crude Recruit Helmet,armor,"Mercenary, Withered Knight",Head,Damaged,Base roll,100,,
crude-recruit-pants-1410101,crude-recruit-pants,Crude Recruit Pants,armor,"Mercenary, Withered Knight",Legs,Damaged,Base roll,100,,
crusade-bracers-1340601,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Aegis,375,1,
crusade-bracers-1340602,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Wrath,375,1,
crusade-bracers-1340603,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Burst,375,1,
crusade-bracers-1340604,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Fervid,375,1,
crusade-bracers-1340605,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Elusive,375,1,
crusade-bracers-1340606,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Deft,375,1,
crusade-bracers-1340607,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Wealth,375,1,
crusade-bracers-1340608,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Base roll,350,2,
crusade-bracers-1340609,crusade-bracers,Crusade Bracers,armor,Withered Knight,Hands,Excellent,Base roll,350,2,
crusade-breastplate-1240601,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Aegis,375,1,
crusade-breastplate-1240602,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Distant Ward,375,1,
crusade-breastplate-1240603,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Iron Helmet,375,1,
crusade-breastplate-1240604,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Stoic,375,1,
crusade-breastplate-1240605,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Fervid,375,1,
crusade-breastplate-1240606,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Fervor,375,1,
crusade-breastplate-1240607,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Vitality,375,1,
crusade-breastplate-1240608,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Base roll,350,2,
crusade-breastplate-1240609,crusade-breastplate,Crusade Breastplate,armor,Withered Knight,Chest,Excellent,Base roll,350,2,
crusade-breeches-1440601,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Tenacious,375,1,
crusade-breeches-1440602,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Iron Helmet,375,1,
crusade-breeches-1440603,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Stoic,375,1,
crusade-breeches-1440604,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Fervid,375,1,
crusade-breeches-1440605,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Fervor,375,1,
crusade-breeches-1440606,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Elusive,375,1,
crusade-breeches-1440607,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Curse,375,1,
crusade-breeches-1440608,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Base roll,350,2,
crusade-breeches-1440609,crusade-breeches,Crusade Breeches,armor,Withered Knight,Legs,Excellent,Base roll,350,2,
crusade-helmet-1140601,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Aegis,375,1,
crusade-helmet-1140602,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Iron Helmet,375,1,
crusade-helmet-1140603,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Wrath,375,1,
crusade-helmet-1140604,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Resilience,375,1,
crusade-helmet-1140605,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Smiting,375,1,
crusade-helmet-1140606,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Curse,375,1,
crusade-helmet-1140607,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Wealth,375,1,
crusade-helmet-1140608,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Base roll,350,2,
crusade-helmet-1140609,crusade-helmet,Crusade Helmet,armor,Withered Knight,Head,Excellent,Base roll,350,2,
crusade-sabatons-1540601,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Tenacious,375,1,
crusade-sabatons-1540602,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Ethereal,375,1,
crusade-sabatons-1540603,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Stoic,375,1,
crusade-sabatons-1540604,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Wrath,375,1,
crusade-sabatons-1540605,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Burst,375,1,
crusade-sabatons-1540606,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Smiting,375,1,
crusade-sabatons-1540607,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Vitality,375,1,
crusade-sabatons-1540608,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Base roll,350,2,
crusade-sabatons-1540609,crusade-sabatons,Crusade Sabatons,armor,Withered Knight,Feet,Excellent,Base roll,350,2,
crusader-gauntlets-1340301,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Sky Piercer,375,1,
crusader-gauntlets-1340302,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Seeker,375,1,
crusader-gauntlets-1340303,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Ranged,375,1,
crusader-gauntlets-1340304,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Elusive,375,1,
crusader-gauntlets-1340305,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Deft,375,1,
crusader-gauntlets-1340306,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Wealth,375,1,
crusader-gauntlets-1340307,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Focused,375,1,
crusader-gauntlets-1340308,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Base roll,350,2,
crusader-gauntlets-1340309,crusader-gauntlets,Crusader Gauntlets,armor,Blackarrow,Hands,Excellent,Base roll,350,2,
crusader-hood-1140301,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Iron Helmet,375,1,
crusader-hood-1140302,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Sky Piercer,375,1,
crusader-hood-1140303,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Seeker,375,1,
crusader-hood-1140304,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Ranged,375,1,
crusader-hood-1140305,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Smiting,375,1,
crusader-hood-1140306,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Swift,375,1,
crusader-hood-1140307,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Wealth,375,1,
crusader-hood-1140308,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Base roll,350,2,
crusader-hood-1140309,crusader-hood,Crusader Hood,armor,Blackarrow,Head,Excellent,Base roll,350,2,
crusader-leather-armor-1240301,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Aegis,375,1,
crusader-leather-armor-1240302,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Tenacious,375,1,
crusader-leather-armor-1240303,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Iron Helmet,375,1,
crusader-leather-armor-1240304,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Fervor,375,1,
crusader-leather-armor-1240305,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Elusive,375,1,
crusader-leather-armor-1240306,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Curse,375,1,
crusader-leather-armor-1240307,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Focused,375,1,
crusader-leather-armor-1240308,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Base roll,350,2,
crusader-leather-armor-1240309,crusader-leather-armor,Crusader Leather Armor,armor,Blackarrow,Chest,Excellent,Base roll,350,2,
crusader-long-boots-1540301,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Ethereal,375,1,
crusader-long-boots-1540302,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Sky Piercer,375,1,
crusader-long-boots-1540303,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Fervid,375,1,
crusader-long-boots-1540304,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Ranged,375,1,
crusader-long-boots-1540305,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Smiting,375,1,
crusader-long-boots-1540306,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Vitality,375,1,
crusader-long-boots-1540307,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Elusive,375,1,
crusader-long-boots-1540308,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Base roll,350,2,
crusader-long-boots-1540309,crusader-long-boots,Crusader Long Boots,armor,Blackarrow,Feet,Excellent,Base roll,350,2,
crusader-pants-1440301,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Aegis,375,1,
crusader-pants-1440302,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Tenacious,375,1,
crusader-pants-1440303,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Fervid,375,1,
crusader-pants-1440304,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Smiting,375,1,
crusader-pants-1440305,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Vitality,375,1,
crusader-pants-1440306,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Elusive,375,1,
crusader-pants-1440307,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Curse,375,1,
crusader-pants-1440308,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Base roll,350,2,
crusader-pants-1440309,crusader-pants,Crusader Pants,armor,Blackarrow,Legs,Excellent,Base roll,350,2,
decorative-ring-1720201,decorative-ring,Decorative Ring,armor,Any,Ring,Common,Base roll,200,,
demonbane-ring-1740201,demonbane-ring,Demonbane Ring,armor,Any,Ring,Excellent,Base roll,350,2,"agate,peridot"
demonbane-ring-1740202,demonbane-ring,Demonbane Ring,armor,Any,Ring,Excellent,Base roll,350,2,"amethyst,moonstone"
demonbane-ring-1740203,demonbane-ring,Demonbane Ring,armor,Any,Ring,Excellent,Base roll,350,2,"universal,amethyst"
discipline-pendant-1630101,discipline-pendant,Discipline Pendant,armor,Any,Necklace,Rare,Base roll,275,1,agate
discipline-pendant-1630102,discipline-pendant,Discipline Pendant,armor,Any,Necklace,Rare,Base roll,275,1,amethyst
discipline-pendant-1630103,discipline-pendant,Discipline Pendant,armor,Any,Necklace,Rare,Base roll,275,1,universal
dominance-amulet-1640301,dominance-amulet,Dominance Amulet,armor,Any,Necklace,Excellent,Base roll,350,2,"agate,moonstone"
dominance-amulet-1640302,dominance-amulet,Dominance Amulet,armor,Any,Necklace,Excellent,Base roll,350,2,"amethyst,peridot"
dominance-amulet-1640303,dominance-amulet,Dominance Amulet,armor,Any,Necklace,Excellent,Base roll,350,2,"universal,moonstone"
dragon-slumber-necklace-1650201,dragon-slumber-necklace,Dragon Slumber Necklace,armor,Any,Necklace,Epic,Base roll,425,2,"moonstone2,amethyst"
dragon-slumber-necklace-1650202,dragon-slumber-necklace,Dragon Slumber Necklace,armor,Any,Necklace,Epic,Base roll,425,2,"peridot2,agate"
dragon-slumber-necklace-1650203,dragon-slumber-necklace,Dragon Slumber Necklace,armor,Any,Necklace,Epic,Base roll,425,2,"universal2,amethyst"
dragonbreath-ring-1750201,dragonbreath-ring,Dragonbreath Ring,armor,Any,Ring,Epic,Base roll,425,2,"moonstone2,amethyst"
dragonbreath-ring-1750202,dragonbreath-ring,Dragonbreath Ring,armor,Any,Ring,Epic,Base roll,425,2,"peridot2,agate"
dragonbreath-ring-1750203,dragonbreath-ring,Dragonbreath Ring,armor,Any,Ring,Epic,Base roll,425,2,"universal2,amethyst"
dreamweaver-necklace-1640401,dreamweaver-necklace,Dreamweaver Necklace,armor,Any,Necklace,Excellent,Base roll,350,2,"agate,peridot"
dreamweaver-necklace-1640402,dreamweaver-necklace,Dreamweaver Necklace,armor,Any,Necklace,Excellent,Base roll,350,2,"amethyst,moonstone"
dreamweaver-necklace-1640403,dreamweaver-necklace,Dreamweaver Necklace,armor,Any,Necklace,Excellent,Base roll,350,2,"universal,peridot"
eagle-god-armor-1250301,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Aegis,450,1,
eagle-god-armor-1250302,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Tenacious,450,1,
eagle-god-armor-1250303,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Iron Helmet,450,1,
eagle-god-armor-1250304,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Fervor,450,1,
eagle-god-armor-1250305,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Elusive,450,1,
eagle-god-armor-1250306,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Curse,450,1,
eagle-god-armor-1250307,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Focused,450,1,
eagle-god-armor-1250308,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Base roll,425,2,
eagle-god-armor-1250309,eagle-god-armor,Eagle God Armor,armor,Blackarrow,Chest,Epic,Base roll,425,2,
eagle-god-bracers-1350301,eagle-god-bracers,Eagle God Bracers,armor,Blackarrow,Hands,Epic,Sky Piercer,450,1,
eagle-god-bracers-1350302,eagle-god-bracers,Eagle God Bracers,armor,Blackarrow,Hands,Epic,Seeker,450,1,
eagle-god-bracers-1350303,eagle-god-bracers,Eagle God Bracers,armor,Blackarrow,Hands,Epic,Ranged,450,1,
eagle-god-bracers-1350304,eagle-god-bracers,Eagle God Bracers,armor,Blackarrow,Hands,Epic,Elusive,450,1,
eagle-god-bracers-1350305,eagle-god-bracers,Eagle God Bracers,armor,Blackarrow,Hands,Epic,Deft,450,1,
